,0
0,-3.8000000000000007
1,-3.7200000000000006
2,-3.6600000000000006
3,-3.740000000000001
4,-3.6200000000000006
5,-3.5300000000000002
6,-3.630000000000001
7,-3.6800000000000006
8,-3.6400000000000006
9,-3.79
10,-3.6400000000000006
11,-3.7300000000000004
12,-3.8400000000000007
13,-3.73
14,-3.460000000000001
15,-3.6700000000000004
16,-3.71
17,-3.6000000000000005
18,-3.6
19,-3.650000000000001
20,-3.5700000000000007
21,-3.6
22,-3.670000000000001
23,-3.6400000000000006
24,-3.680000000000001
